Z1mass,Z2mass,pt4l,eta4l,massjj,detajj,HT,dRZ1Z2,target
93.58,22.97,83.85,-0.2396,217.8,1.1179999999999999,197.9,0.307,0.0
84.07,17.72,95.15,-0.1445,149.5,1.921,129.6,0.8701,0.0
91.07,30.84,44.03,-1.03,68.51,0.6316,98.58,1.138,1.0
63.74,47.43,45.02,0.9444,118.3,1.597,97.33,1.742,1.0
62.16,50.07,134.2,-0.2664,225.8,1.3840000000000001,223.3,0.7574,1.0
88.63,28.28,86.26,0.4709,35.3,0.04478,116.7,1.2309999999999999,0.0
104.8,12.5,31.59,1.679,40.57,0.801,50.57,0.4637,0.0
90.49,32.14,136.9,0.9992,880.2,4.21,254.8,0.2843,1.0
93.24,24.0,242.3,-1.003,597.8,3.574,219.3,0.293,0.0
92.22,30.5,183.8,-1.205,104.3,0.6073,209.0,0.1482,0.0
57.62,50.22,199.9,-1.4240000000000002,205.5,1.014,313.3,0.2052,1.0
89.86,33.47,69.0,1.133,32.28,0.4002,143.1,0.7784,0.0
89.57,28.98,130.9,0.03063,121.2,0.5722,163.9,0.7245,1.0
88.47,22.87,118.6,-0.5174,310.0,3.278,120.4,1.092,0.0
81.91,27.96,126.6,0.8107,452.3,4.619,114.1,1.07,1.0
88.91,27.05,54.13,0.271,423.3,4.031000000000001,146.4,2.47,1.0
88.35,20.66,210.4,0.2287,522.8,3.237,305.8,1.104,1.0
92.17,13.99,109.9,1.847,723.6,5.127000000000001,149.8,0.8663,1.0
90.15,12.02,85.7,-0.492,1390.0,5.739,204.6,1.469,1.0
88.97,34.1,137.0,0.7915,182.7,0.2592,276.4,0.1491,0.0
55.37,27.03,140.8,0.2081,158.8,0.9063,234.0,1.286,1.0
91.22,29.6,62.72,-2.26,465.3,3.253,192.2,0.2314,1.0
92.55,28.3,73.58,1.5619999999999998,52.39,1.163,57.63,0.8458,0.0
86.29,14.11,57.4,-0.9666,46.91,1.253,71.62,1.4069999999999998,1.0
85.29,20.35,141.8,-2.349,744.3,4.862,210.0,0.3933,0.0
91.11,28.17,142.4,-1.25,438.2,3.6719999999999997,149.0,0.5651,1.0
94.09,14.12,47.78,-2.296,176.8,1.167,240.5,2.074,1.0
79.18,35.07,38.1,2.048,680.3,5.691,79.56,2.67,0.0
90.42,20.08,9.706,-2.113,17.75,0.05417,58.5,2.958,0.0
91.6,23.58,86.33,0.2751,62.59,2.039,48.56,0.7926,1.0
93.46,15.42,185.0,0.6818,1416.0,6.104,172.0,0.3633,1.0
74.24,24.36,157.5,0.2978,489.1,4.188,164.8,0.2576,1.0
90.88,19.57,236.8,-0.8478,74.72,0.6264,244.4,0.2865,1.0
92.1,26.88,263.7,1.635,257.8,1.412,330.2,0.3113,1.0
89.05,26.95,71.31,-1.946,359.6,4.1419999999999995,90.78,1.287,0.0
62.9,59.09,89.26,-1.032,29.2,0.0601,85.28,0.6127,0.0
89.16,23.95,101.3,-2.198,212.6,2.397,164.3,0.6817,0.0
92.11,26.45,13.24,-3.219,76.7,0.3294,77.46,2.967,1.0
89.66,21.89,83.77,-1.817,91.72,1.808,74.06,1.274,0.0
90.48,18.8,120.0,0.7724,252.4,2.658,161.2,1.035,0.0
91.7,29.22,61.76,-1.6340000000000001,148.7,0.9738,166.6,0.9956,1.0
90.1,22.33,28.51,-2.793,192.5,0.5343,188.0,2.36,1.0
92.85,30.01,24.09,-1.858,524.7,6.204,47.23,1.656,0.0
90.79,25.17,87.2,-0.137,255.6,3.112,129.3,0.8915,1.0
91.17,22.79,81.16,1.756,484.8,5.151,77.98,1.004,1.0
60.25,34.38,93.6,1.18,493.2,4.306,191.3,1.469,1.0
87.88,30.83,156.9,-0.447,364.3,3.3680000000000003,167.9,0.5405,1.0
92.49,22.92,204.5,-1.1540000000000001,110.6,0.765,381.9,0.5009,1.0
84.35,18.22,133.6,-0.2839,157.8,1.975,128.4,0.8598,0.0
89.1,29.83,126.3,2.128,744.3,5.095,166.5,0.6653,1.0
91.67,27.15,30.88,-2.068,56.46,0.6961,116.4,2.148,0.0
86.99,36.68,107.5,1.548,178.3,3.1210000000000004,102.6,0.3024,0.0
76.52,35.63,17.63,2.946,147.5,3.2060000000000004,58.12,1.955,0.0
91.29,23.19,105.5,0.8163,171.0,1.308,169.8,2.319,1.0
89.32,33.33,63.48,-0.7414,575.2,4.676,127.5,0.4577,1.0
86.31,35.07,157.1,0.08606,58.12,0.9624,124.7,0.4112,0.0
87.63,21.13,96.99,1.492,517.9,3.457,280.3,0.7992,0.0
88.94,15.71,97.28,0.08983,109.0,2.325,76.76,1.867,0.0
90.22,15.1,36.94,-2.522,879.1,3.617,281.0,2.64,1.0
51.05,40.26,165.0,0.4685,53.47,0.7099,161.4,0.9407,0.0
90.51,24.12,72.96,-2.0380000000000003,144.2,0.0478,154.2,0.6549,0.0
87.31,21.83,159.3,-0.8715,179.7,1.7919999999999998,211.6,1.115,0.0
84.57,25.69,42.09,-2.411,1197.0,6.678999999999999,87.07,1.084,1.0
89.1,28.8,109.1,1.113,1064.0,4.111000000000001,269.2,0.7072,1.0
84.72,29.24,39.77,0.9672,197.4,3.228,86.48,2.792,0.0
92.99,29.37,93.57,1.138,176.5,2.437,121.3,0.586,0.0
50.64,48.77,155.3,-1.588,214.1,1.614,195.0,0.9499,0.0
94.71,27.21,77.35,-1.754,316.9,2.292,233.4,0.734,1.0
54.77,49.28,196.9,-0.2243,678.7,3.658,275.2,0.6791,1.0
68.32,50.11,121.8,-1.952,232.2,1.8530000000000002,207.9,0.4719,0.0
79.42,32.77,86.6,-1.206,262.2,3.444,98.1,1.107,1.0
92.21,30.46,39.09,1.9880000000000002,345.9,3.585,112.6,0.2269,0.0
89.69,31.42,58.71,2.34,82.81,0.713,200.4,0.8696,0.0
86.56,26.44,111.2,-0.4407,274.5,2.279,267.9,0.148,0.0
86.82,29.38,253.5,-1.2429999999999999,289.1,2.151,252.3,0.3851,0.0
82.82,34.01,213.6,-0.676,305.9,2.918,202.8,0.4366,0.0
87.99,14.47,127.7,-0.1254,1042.0,5.47,148.8,0.906,1.0
90.91,17.21,22.23,-2.105,655.7,3.9539999999999997,250.8,2.081,1.0
91.49,17.3,215.7,0.3426,409.6,2.269,297.9,0.5875,1.0
91.7,30.42,103.2,1.189,1689.0,4.232,432.7,0.4153,1.0
90.59,24.29,78.65,-1.0979999999999999,49.76,0.7736,90.11,3.2689999999999997,0.0
74.94,44.58,158.2,-1.589,289.9,2.908,163.5,0.3467,0.0
89.51,20.73,35.65,-0.7775,84.78,1.767,98.89,3.505,0.0
92.41,19.31,203.8,1.611,282.9,0.9231,447.7,0.6342,0.0
90.19,22.16,148.0,2.02,282.4,2.6510000000000002,212.8,0.5258,1.0
89.49,25.49,250.6,-0.6686,263.2,1.69,292.8,0.2978,1.0
73.29,37.81,28.58,0.4671,339.5,3.603,110.4,3.64,1.0
89.63,24.04,165.1,0.06268,539.9,3.258,226.0,0.1289,1.0
90.12,21.98,71.5,-2.006,47.71,0.06333,96.19,1.723,1.0
91.96,14.34,79.06,2.195,127.8,2.292,88.74,0.9789,1.0
86.3,33.57,46.9,0.289,160.2,3.263,117.5,1.383,1.0
88.84,34.47,99.24,0.9815,172.4,2.008,121.6,0.4023,0.0
88.74,20.89,92.55,0.8413,1170.0,5.278,190.3,0.7678,1.0
89.46,32.79,114.7,-0.4803,458.9,2.287,468.7,0.5024,1.0
92.29,14.48,204.6,-0.3963,366.1,2.3169999999999997,269.9,0.6929,0.0
92.05,21.6,231.8,-0.5452,463.5,3.3510000000000004,221.4,0.3437,1.0
92.16,22.53,51.48,1.541,62.09,1.462,92.22,1.7009999999999998,0.0
91.11,15.22,216.9,-0.6415,700.2,2.61,441.9,0.295,0.0
88.74,27.57,112.7,0.579,251.5,2.8089999999999997,172.8,0.6634,1.0
61.29,61.13,160.5,0.7939,127.5,0.2417,213.0,0.2313,1.0
91.6,27.13,25.39,-3.455,204.0,2.6660000000000004,106.0,2.273,1.0
91.03,26.42,146.1,0.2078,59.68,0.8477,118.5,0.746,0.0
87.35,22.43,52.82,0.2389,185.2,3.714,82.91,2.3890000000000002,1.0
90.33,26.46,85.76,-0.6908,136.4,0.6255,200.4,0.9528,0.0
91.12,22.88,151.7,1.527,654.6,3.347,335.2,0.669,1.0
70.56,37.26,60.52,-1.1420000000000001,1034.0,6.276,105.3,1.537,1.0
74.04,29.13,97.4,0.4803,497.4,4.081,130.8,1.3880000000000001,1.0
90.2,22.07,167.6,1.896,131.1,1.422,171.3,0.9737,0.0
92.3,22.57,127.9,1.4980000000000002,85.72,1.204,108.7,0.7491,0.0
43.84,39.11,149.3,0.7512,343.8,2.741,178.0,1.136,1.0
90.95,31.62,376.3,-1.63,75.26,0.3489,338.7,0.1253,0.0
91.28,32.43,32.17,-2.7539999999999996,280.2,3.181,110.7,0.357,0.0
91.47,24.97,103.8,-0.6594,478.1,2.969,208.6,0.3661,1.0
90.41,25.38,76.15,1.072,488.1,3.7960000000000003,149.3,0.6231,1.0
90.39,18.35,86.58,0.8962,283.7,1.705,238.8,1.39,0.0
80.04,29.94,404.4,1.393,95.75,0.4144,419.9,0.2063,0.0
90.94,12.9,292.5,-1.7590000000000001,119.1,0.6576,393.6,0.5181,1.0
60.02,33.19,128.0,0.6345,770.9,4.321000000000001,253.7,1.1079999999999999,1.0
88.84,35.57,11.33,-2.9739999999999998,902.5,4.046,235.6,1.765,1.0
91.16,29.62,103.5,-0.924,39.03,0.562,96.72,0.7666,0.0
90.98,19.75,23.96,-2.151,3599.0,7.82,168.6,3.383,1.0
88.43,24.44,64.65,1.296,833.6,5.3260000000000005,186.6,0.6929,1.0
91.76,19.57,50.72,-2.494,142.1,1.946,139.4,1.835,0.0
92.4,29.8,110.8,-1.3,1148.0,5.9670000000000005,116.9,0.4346,1.0
89.65,31.12,117.9,-1.227,539.8,3.7119999999999997,168.1,0.5463,0.0
90.4,30.86,339.1,-0.6642,254.8,0.2584,428.3,0.2147,0.0
92.4,24.17,99.95,2.194,44.46,1.167,60.27,1.071,0.0
82.6,31.44,100.9,-1.355,84.5,0.8589,185.9,0.4482,1.0
89.78,33.23,81.86,-0.5719,255.6,3.455,91.99,0.4794,0.0
82.42,31.91,112.5,0.2243,427.4,3.904,122.9,0.6607,0.0
71.75,40.82,26.88,-1.288,144.0,3.412,52.18,2.158,0.0
61.63,38.9,102.3,-0.0062759999999999995,527.6,2.273,334.2,1.67,1.0
90.03,19.42,106.9,1.686,1801.0,6.295,196.2,0.6499,1.0
47.83,47.75,63.87,-0.9763,75.64,1.567,87.13,1.9780000000000002,0.0
91.71,28.15,184.1,-1.2229999999999999,726.2,4.605,156.4,0.4904,1.0
89.37,20.57,97.03,-0.4418,145.2,2.412,112.8,1.409,0.0
93.16,26.0,96.74,0.8926,173.1,1.932,132.3,0.8375,1.0
66.24,40.25,3.681,2.333,325.7,4.935,54.75,3.423,0.0
89.87,29.56,231.2,1.082,433.5,0.1958,650.5,0.3484,0.0
78.94,24.96,230.0,-1.032,136.7,1.038,240.8,0.5758,0.0
91.37,32.52,168.9,0.5827,38.91,0.4277,144.5,0.1014,0.0
92.19,25.68,195.3,0.5586,210.5,2.219,192.9,0.5026,0.0
90.87,27.23,125.0,2.001,352.9,3.3539999999999996,164.6,0.2728,0.0
90.62,16.97,259.3,-0.7079,922.0,4.377,260.8,0.611,1.0
91.38,29.39,69.13,1.6059999999999999,1150.0,5.186,235.2,1.198,1.0
76.07,20.37,61.34,-1.101,423.0,4.946000000000001,73.63,2.705,1.0
87.64,24.05,94.76,1.6580000000000001,537.3,4.165,132.5,1.196,1.0
91.67,28.59,39.74,1.599,172.7,3.489,61.75,0.8446,0.0
68.58,54.0,188.1,-0.7136,1163.0,5.672000000000001,187.3,0.107,1.0
91.15,20.51,62.82,-2.213,97.55,2.136,88.44,1.5619999999999998,1.0
93.34,28.17,84.72,-0.6486,1193.0,2.639,737.6,0.685,1.0
85.08,15.78,106.8,0.0493,724.6,4.37,222.8,0.1929,1.0
84.28,34.51,76.25,-1.9069999999999998,89.55,0.619,122.3,1.311,1.0
91.28,29.78,125.5,-1.492,192.1,0.877,223.3,0.599,1.0
75.73,23.71,385.6,0.592,151.1,0.5359,387.7,0.5281,0.0
90.72,18.11,143.5,1.786,657.0,5.297999999999999,136.5,0.8033,1.0
85.89,25.53,102.2,2.0140000000000002,60.22,0.3073,111.1,1.069,1.0
81.37,37.19,86.02,1.683,178.8,1.621,147.8,0.6016,0.0
90.0,31.0,152.9,-0.4194,2698.0,6.604,199.6,0.2426,1.0
91.41,14.38,64.32,-2.0180000000000002,58.58,1.675,57.13,1.85,0.0
87.93,27.05,229.2,-0.8182,653.1,3.332,311.7,0.4724,0.0
90.98,31.18,170.1,1.4980000000000002,188.8,1.974,193.7,0.246,1.0
71.27,31.91,9.524,-2.9530000000000003,140.0,3.303,51.92,2.923,0.0
90.71,12.27,73.8,-1.298,206.0,2.767,150.2,1.6030000000000002,0.0
91.12,21.99,34.69,1.9069999999999998,202.0,1.9480000000000002,142.4,2.7739999999999996,0.0
88.09,29.85,229.9,-1.2429999999999999,611.7,4.041,191.0,0.3901,1.0
84.85,27.21,83.01,1.42,90.16,0.6911,96.36,1.081,0.0
89.58,32.88,43.6,1.3869999999999998,94.42,1.7990000000000002,65.2,1.2819999999999998,1.0
92.45,27.74,150.0,1.276,70.12,0.7998,119.8,0.4034,0.0
90.46,25.98,140.9,-1.354,515.5,3.623,178.0,0.6746,0.0
92.34,29.57,43.98,-0.002994,1044.0,5.206,188.3,0.8435,1.0
89.41,17.45,40.7,-2.559,630.0,3.944,175.1,1.787,1.0
89.79,26.78,217.7,-1.063,1984.0,5.303,361.7,0.4691,0.0
83.97,37.74,342.1,0.02907,129.1,0.1048,366.5,0.1458,0.0
90.21,26.61,95.6,-1.278,57.68,1.652,62.24,0.706,0.0
67.53,54.57,48.97,-1.351,349.0,3.073,145.3,1.006,1.0
91.74,25.7,39.69,2.114,57.0,0.4103,68.84,1.854,0.0
91.17,28.05,81.69,1.168,61.99,0.4416,59.69,0.742,1.0
88.59,21.73,235.1,1.73,1569.0,6.019,231.3,0.5299,1.0
71.62,29.33,61.08,-0.2425,73.73,0.6433,81.06,6.3020000000000005,1.0
90.39,31.02,75.39,-2.077,89.2,2.168,93.87,0.374,0.0
88.99,18.37,15.62,-1.183,497.3,5.21,73.86,2.7569999999999997,1.0
91.3,24.94,81.82,0.117,193.9,2.983,96.35,1.3940000000000001,0.0
93.02,21.89,14.41,-3.758,337.8,4.048,160.6,2.8689999999999998,1.0
95.94,18.25,107.6,1.5330000000000001,995.4,5.152,189.1,2.944,1.0
78.71,20.84,122.0,-1.139,101.7,1.641,173.7,1.083,0.0
72.91,46.68,147.2,-0.4971,3522.0,6.567,295.3,0.5255,1.0
91.19,14.62,166.2,-2.495,29.84,0.4678,301.6,0.713,0.0
75.19,38.86,97.54,1.466,529.3,4.817,97.13,1.0090000000000001,0.0
89.49,31.1,48.38,-1.9280000000000002,417.2,4.686,108.6,1.625,1.0
92.47,12.09,151.0,-0.3108,633.4,4.456,184.4,0.8703,1.0
90.95,15.67,171.9,-0.896,876.7,5.4110000000000005,140.3,0.3026,1.0
96.46,15.97,86.1,0.5272,250.2,4.005,70.29,1.584,1.0
88.98,20.86,83.31,0.9458,346.6,2.6689999999999996,305.7,1.662,1.0
88.24,15.11,136.5,1.754,204.2,2.5140000000000002,158.2,1.319,1.0
61.6,46.9,49.83,-2.6489999999999996,37.69,1.3259999999999998,48.28,1.719,0.0
87.82,16.11,77.27,-1.365,35.65,1.159,55.67,2.017,0.0
91.81,23.06,88.05,-1.811,404.5,3.859,141.7,0.6497,0.0
97.23,17.56,117.8,0.1002,1096.0,6.454,88.58,0.583,1.0
92.5,15.12,129.3,-0.1355,832.1,4.489,331.6,1.6230000000000002,1.0
91.82,29.55,35.61,-0.2799,198.4,3.375,72.44,2.441,0.0
92.83,27.41,53.26,-1.321,60.52,0.8369,74.53,0.5856,0.0
97.39,25.6,123.5,0.4391,67.72,0.024030000000000003,138.4,0.451,0.0
81.52,29.27,116.9,1.901,774.2,6.412000000000001,63.15,0.9497,1.0
65.27,43.84,98.68,-0.03876,231.6,0.3176,317.3,0.9391,1.0
66.8,29.12,49.8,-2.465,459.6,3.892,167.2,1.7369999999999999,1.0
88.93,35.7,46.47,1.742,368.2,5.121,58.34,0.4673,1.0
90.17,27.39,104.5,-0.2884,347.4,0.5588,375.8,0.4756,0.0
80.5,17.63,85.19,-0.5187,765.8,5.005,129.4,1.581,1.0
90.81,22.79,172.3,0.03167,323.3,2.302,207.6,0.4347,0.0
88.35,29.85,100.4,-1.0390000000000001,118.8,2.3609999999999998,105.7,0.6318,1.0
86.55,31.66,91.41,-1.4169999999999998,26.72,0.2896,75.98,1.003,0.0
81.05,32.9,126.4,-1.518,193.9,0.1174,274.9,0.3044,1.0
66.04,28.91,229.0,1.1520000000000001,392.1,2.701,214.7,0.2529,1.0
77.35,45.83,98.02,-2.0540000000000003,323.6,2.6180000000000003,200.1,0.3576,0.0
90.37,28.34,49.83,2.513,91.75,1.893,73.4,1.345,0.0
92.25,30.37,44.68,0.5322,343.7,3.736,122.8,0.932,0.0
43.39,42.86,124.9,2.076,627.3,4.524,133.8,1.2590000000000001,0.0
71.77,28.49,114.6,-1.524,205.9,2.005,144.8,1.8219999999999998,0.0
85.76,28.54,78.29,-1.171,37.54,0.3627,75.58,1.4869999999999999,0.0
85.45,34.49,218.4,-1.858,778.1,4.493,244.1,0.3523,0.0
89.94,34.18,96.3,-1.034,479.5,4.215,146.2,0.3256,1.0
75.86,44.54,71.38,-1.6159999999999999,1108.0,5.596,223.5,0.9061,1.0
77.58,43.04,85.77,-0.9047,197.7,2.562,133.5,0.5507,0.0
93.63,27.28,42.1,2.295,856.3,4.868,151.3,1.807,1.0
73.46,43.75,178.2,0.287,675.0,4.4719999999999995,170.9,0.4816,1.0
81.91,22.72,122.6,-1.068,1928.0,6.478,158.4,1.4509999999999998,1.0
91.48,29.43,210.0,0.03445,1212.0,4.503,302.2,0.1724,1.0
91.63,18.16,106.3,0.533,47.07,1.024,77.0,0.9059,0.0
84.31,35.76,177.3,-0.8291,673.1,4.945,155.2,0.3251,1.0
90.81,29.22,19.86,-2.938,226.1,3.286,113.5,3.112,1.0
91.7,30.24,27.39,-2.424,351.7,4.17,111.8,1.646,1.0
90.25,28.51,116.2,-0.4677,2662.0,7.61,191.7,0.6467,1.0
89.34,14.7,101.2,1.071,1459.0,6.444,125.2,0.8094,1.0
83.41,35.6,54.31,-2.127,154.3,2.645,164.8,1.1640000000000001,0.0
70.11,48.22,50.12,1.725,1061.0,5.11,237.8,1.181,1.0
90.92,24.67,21.54,3.388,64.0,1.045,58.79,2.394,0.0
95.36,21.58,146.5,-0.7979,542.6,3.427,323.4,0.1347,1.0
86.03,16.81,170.5,-1.4909999999999999,166.3,2.405,171.3,1.011,0.0
64.07,37.92,281.8,-0.33,267.8,1.8319999999999999,359.6,0.5276,0.0
72.26,45.09,124.3,-1.092,876.1,5.099,147.8,0.6955,1.0
91.1,22.95,30.18,2.7569999999999997,156.0,0.9718,283.9,2.346,0.0
90.47,14.25,58.22,1.429,495.9,5.891,52.65,1.189,0.0
87.03,16.29,191.0,1.44,717.7,4.155,188.1,0.3183,1.0
92.04,18.22,115.4,0.703,190.6,2.734,164.5,0.8577,0.0
95.18,24.15,185.2,-1.122,768.5,4.49,187.5,0.5831,1.0
90.46,27.62,68.68,0.4137,1201.0,5.3629999999999995,244.9,1.181,1.0
88.07,22.07,95.46,0.5034,47.38,0.1483,90.57,0.5981,0.0
88.32,21.2,59.64,0.8959,201.5,3.76,62.38,1.314,1.0
89.75,21.91,17.63,0.7417,116.9,0.5723,112.8,3.218,1.0
91.79,27.13,7.853,-3.47,130.1,0.8719,159.4,2.9939999999999998,1.0
95.03,19.93,24.95,-3.233,88.48,0.5547,92.17,6.526,1.0
90.56,15.12,118.5,-0.7557,64.97,0.7059,141.5,1.035,0.0
90.25,24.31,139.8,2.248,359.6,1.633,312.1,0.6756,0.0
91.9,26.39,42.38,-1.6059999999999999,396.1,3.798,119.0,1.3359999999999999,0.0
88.73,25.45,99.23,-1.619,428.0,4.989,72.18,0.9848,1.0
82.9,25.26,140.9,0.7733,86.38,0.2097,239.9,0.9164,0.0
93.83,12.03,20.49,2.7289999999999996,135.3,3.2289999999999996,53.17,3.545,1.0
50.96,42.9,90.62,-0.07408,231.5,2.3609999999999998,156.4,1.571,1.0
90.74,18.55,58.55,-0.843,78.05,0.5564,329.4,1.4140000000000001,1.0
88.57,30.42,197.9,-1.771,249.8,2.818,198.9,0.3675,0.0
84.34,34.64,94.4,1.268,65.02,0.2492,112.4,0.551,0.0
84.35,32.15,94.73,-2.332,932.6,5.647,152.4,0.9302,1.0
90.49,17.6,268.1,1.325,326.0,1.9409999999999998,308.3,0.4136,0.0
67.16,39.23,239.4,-1.768,522.2,2.843,328.9,0.5088,0.0
88.64,31.43,74.11,0.3948,149.5,2.088,121.1,1.056,1.0
82.75,36.86,400.0,-1.369,1188.0,4.272,493.1,0.1921,1.0
88.82,20.9,58.73,2.9360000000000004,43.08,0.5811,60.12,1.284,0.0
82.48,39.29,56.61,0.2622,729.2,4.263,172.8,0.7189,1.0
90.83,20.55,10.67,-2.456,68.96,0.923,63.98,2.8819999999999997,1.0
72.71,36.21,94.03,-1.666,285.6,2.6010000000000004,258.3,1.015,1.0
90.91,31.3,38.21,0.5645,755.7,5.2379999999999995,115.8,1.08,1.0
90.49,31.61,143.8,-2.052,791.2,4.622,161.0,0.1272,1.0
88.88,30.89,263.1,-1.005,341.0,2.4659999999999997,276.0,0.3048,1.0
90.66,27.74,66.6,-0.9243,393.3,4.0569999999999995,128.8,1.25,1.0
89.87,24.86,143.6,-1.591,668.7,4.487,224.7,0.3578,1.0
91.01,29.32,69.1,1.545,96.02,2.376,64.14,0.929,0.0
87.68,31.35,150.3,0.1349,274.8,2.661,180.8,0.08346,1.0
90.22,13.59,185.5,1.2790000000000001,58.9,0.7267,177.6,0.5935,0.0
87.8,31.72,145.4,0.9603,257.4,1.9509999999999998,215.7,0.2327,0.0
93.12,21.39,171.5,-0.5859,2648.0,7.233,162.8,0.2002,1.0
83.79,34.54,50.5,1.56,235.5,3.418,112.9,0.7216,1.0
71.73,45.89,59.94,1.4880000000000002,413.1,3.955,155.7,1.3730000000000002,1.0
92.46,29.41,142.3,-0.07464,1632.0,5.699,196.5,0.4373,1.0
90.17,27.85,33.13,0.0077989999999999995,268.3,4.136,71.12,2.542,0.0
90.4,31.84,126.6,-1.564,159.8,2.611,115.5,0.4453,0.0
89.03,34.68,218.6,1.344,323.1,3.295,173.7,0.1779,0.0
92.66,24.98,22.22,-1.304,176.9,1.785,153.5,0.5752,0.0
85.41,17.01,48.51,2.021,87.33,1.015,123.2,2.717,0.0
75.63,35.58,39.24,-0.5551,228.1,3.635,74.32,1.814,0.0
92.07,26.02,22.94,0.2102,92.36,2.5660000000000003,50.13,2.548,1.0
90.19,21.13,196.3,0.5617,128.5,1.215,248.6,0.7709,0.0
89.38,34.96,52.5,1.6159999999999999,703.8,4.534,151.8,0.5754,0.0
91.07,33.26,124.0,-0.6646,736.3,5.662999999999999,88.64,0.1347,0.0
51.91,21.88,22.12,-2.727,134.3,2.63,68.89,3.022,1.0
90.76,29.9,255.5,-1.079,243.5,1.969,227.1,0.2922,0.0
91.05,32.91,132.9,1.126,616.5,4.367,147.9,0.1246,1.0
91.45,27.98,134.6,0.2646,263.5,2.6069999999999998,210.8,0.39,0.0
89.87,22.35,32.07,2.889,304.4,3.298,113.7,2.583,0.0
85.81,29.05,102.4,1.005,797.2,5.93,82.35,0.8774,0.0
93.96,19.71,25.51,-1.662,894.3,5.025,144.4,2.84,1.0
94.44,28.96,114.4,1.187,265.0,3.799,82.27,0.3822,1.0
67.55,33.87,72.02,0.457,265.5,2.504,145.2,1.014,1.0
96.02,12.76,117.0,0.0632,163.7,0.5585,234.1,0.9985,0.0
91.63,29.47,45.99,-2.004,680.5,5.697,80.81,0.8825,0.0
91.66,16.8,85.97,1.6680000000000001,229.0,0.1773,410.7,0.6862,0.0
91.18,16.12,49.15,0.8452,480.9,3.641,206.9,2.3369999999999997,1.0
89.69,13.34,90.55,-0.7191,520.4,5.542000000000001,89.66,0.9108,1.0
41.88,35.5,149.3,-1.4280000000000002,91.53,0.9933,142.6,1.169,0.0
61.4,36.22,57.53,0.2629,112.9,1.048,127.5,1.93,1.0
90.61,18.39,130.9,1.16,36.72,0.6638,102.5,1.07,0.0
83.38,29.25,237.1,1.151,164.7,1.8940000000000001,173.8,0.4643,0.0
91.02,12.98,262.8,1.605,1119.0,4.261,428.2,0.4425,0.0
91.82,13.58,315.7,1.714,220.2,1.692,266.6,0.4081,0.0
90.93,14.81,240.9,-0.9746,1474.0,5.218,232.4,0.3735,0.0
90.6,29.19,46.13,-1.213,261.7,4.256,64.13,1.411,0.0
79.51,24.02,85.03,-1.187,158.5,2.065,135.2,1.3619999999999999,0.0
89.79,16.48,63.83,-1.797,224.9,3.978,65.21,0.2982,1.0
91.15,16.72,103.1,1.771,246.6,3.0580000000000003,114.2,0.308,0.0
84.81,33.84,124.6,1.561,963.1,4.961,222.1,0.1724,1.0
56.08,33.08,95.9,-0.2057,380.2,4.095,118.5,2.137,1.0
92.28,21.81,138.0,0.8398,370.2,3.7739999999999996,123.2,0.4153,0.0
91.75,23.14,31.99,1.597,86.17,0.2752,93.7,2.668,1.0
90.13,27.71,121.2,-1.86,115.9,0.7541,153.4,0.6849,0.0
64.56,40.63,237.1,1.133,315.8,2.8,204.1,0.6757,0.0
91.17,23.24,37.55,0.616,333.4,4.12,88.9,1.9469999999999998,0.0
86.47,35.13,70.6,0.7469,378.9,5.038,61.51,0.833,0.0
75.41,37.37,45.73,-2.305,370.2,2.0140000000000002,242.4,1.766,0.0
36.55,30.02,275.3,-0.9072,429.4,1.551,387.4,0.7104,1.0
90.73,19.31,48.22,-1.591,89.02,1.5419999999999998,74.45,2.08,0.0
89.53,32.01,240.1,-1.5419999999999998,528.8,4.025,244.0,0.2284,0.0
89.83,34.59,85.04,-2.128,15.3,0.07195,50.82,0.2217,0.0
84.06,30.25,100.3,0.04566,25.24,0.3791,113.3,1.1909999999999998,1.0
75.98,27.28,107.6,0.2349,984.9,5.358,137.4,1.847,1.0
88.62,35.04,88.63,1.41,347.8,4.397,78.76,0.4223,1.0
73.67,40.38,162.4,-0.89,113.3,1.345,143.2,0.5329,0.0
92.6,26.56,123.7,1.074,1054.0,4.635,421.3,0.6352,1.0
90.99,29.36,66.43,-0.2187,35.39,0.4573,152.9,1.109,0.0
93.67,12.54,42.56,1.9869999999999999,153.3,1.0659999999999998,199.8,2.492,0.0
90.74,30.82,62.71,1.615,146.8,3.1069999999999998,65.78,1.013,0.0
91.96,15.93,185.0,-1.207,39.98,0.0681,143.2,0.2294,0.0
56.59,45.28,73.38,-2.287,278.3,2.0140000000000002,184.2,1.837,0.0
93.1,21.52,72.24,-1.172,139.7,1.969,92.6,1.423,0.0
87.01,15.9,131.0,-1.104,233.3,1.545,213.7,0.8089,1.0
88.93,34.68,135.1,-0.2771,108.8,1.7530000000000001,121.6,0.3027,0.0
57.84,33.28,113.3,1.192,55.18,0.9898,104.1,1.318,0.0
92.26,32.17,74.43,1.867,485.2,4.129,126.5,0.3601,1.0
69.46,22.6,45.14,0.1606,111.8,2.592,90.29,2.176,0.0
91.99,20.99,19.52,-3.196,82.37,1.7990000000000002,80.03,2.557,1.0
63.28,36.53,105.7,0.8463,83.46,1.528,85.3,1.496,0.0
92.12,30.36,73.44,2.326,146.5,2.084,99.53,0.5871,0.0
90.22,22.32,135.1,-0.3754,534.9,4.081,210.0,0.8063,0.0
