Z1mass,Z2mass,pt4l,eta4l,massjj,detajj,HT,dRZ1Z2,target
88.15,22.0,26.12,1.186,896.7,6.926,57.64,2.0269999999999997,1.0
58.79,53.75,77.73,1.205,103.7,2.2230000000000003,96.86,1.6269999999999998,1.0
85.83,23.04,100.6,0.7943,205.2,1.351,277.1,0.6822,0.0
82.01,24.87,119.1,-1.1840000000000002,243.9,2.886,122.5,1.5590000000000002,1.0
90.22,23.13,53.87,1.6680000000000001,55.68,1.5090000000000001,53.52,2.7939999999999996,1.0
85.22,14.54,105.1,-0.2159,343.5,3.3089999999999997,132.3,0.2973,0.0
84.31,24.43,96.25,0.1388,101.8,1.629,177.2,1.4080000000000001,1.0
79.8,27.81,90.26,0.3826,475.7,3.361,175.8,1.061,1.0
89.06,18.79,14.08,0.7799,1672.0,7.515,78.36,3.0810000000000004,1.0
91.1,20.42,159.0,-1.038,783.8,5.457000000000001,116.7,1.989,1.0
89.7,21.06,63.15,0.9232,33.65,0.2918,110.7,1.4580000000000002,1.0
90.97,15.35,122.4,1.579,50.11,0.3776,168.7,0.8979,0.0
90.54,25.12,223.0,1.41,1280.0,5.398,242.1,0.2551,1.0
88.09,17.66,90.94,0.9912,243.0,3.37,94.91,2.318,0.0
92.21,28.27,110.4,-0.2529,251.1,2.818,146.2,0.7851,1.0
61.66,60.45,209.2,1.011,51.28,0.5729,237.3,0.1496,1.0
88.22,16.75,106.1,-1.238,38.9,0.7238,95.94,1.1179999999999999,0.0
58.57,43.92,20.31,-0.8633,186.8,2.092,123.8,3.031,1.0
91.66,30.96,80.44,1.976,326.2,3.158,234.8,0.359,0.0
90.84,15.97,93.31,0.6592,474.5,3.784,169.7,0.4033,1.0
89.99,25.01,36.6,-1.291,105.4,0.8554,180.6,1.416,1.0
84.07,20.15,57.9,-2.313,114.5,2.519,70.53,1.784,1.0
64.39,46.24,55.75,0.5725,338.9,2.657,173.2,2.415,1.0
93.61,18.37,124.9,0.2936,28.17,0.3283,104.1,0.5217,1.0
89.68,25.66,124.5,0.0042899999999999995,1239.0,5.52,214.9,0.4838,0.0
89.78,23.3,290.8,-2.15,704.3,4.612,176.9,0.3357,0.0
88.11,35.87,72.85,-2.008,69.76,1.901,51.77,0.2522,0.0
91.63,30.48,142.3,0.571,238.1,3.324,119.9,0.3576,0.0
88.18,23.07,66.83,0.4351,71.9,1.2590000000000001,60.3,2.221,1.0
75.75,16.91,72.95,-1.3530000000000002,75.43,0.511,113.5,2.2640000000000002,0.0
89.92,30.69,79.51,-2.251,37.74,1.101,58.85,0.07085,0.0
90.5,22.38,161.5,0.6685,164.7,1.693,174.0,0.3209,0.0
94.43,17.79,444.5,0.3707,983.5,2.383,990.0,0.3137,0.0
89.41,26.27,115.2,-0.7924,289.4,2.3569999999999998,210.1,0.8721,1.0
90.52,12.61,54.06,-0.4189,235.4,2.9010000000000002,134.1,2.062,1.0
77.07,44.11,1.5519999999999998,4.447,48.49,1.0859999999999999,83.04,3.341,0.0
90.15,31.82,89.84,0.1293,133.9,0.8766,199.1,0.3412,1.0
71.62,29.99,72.5,-0.8773,20.59,0.5542,66.81,1.5290000000000001,1.0
75.96,42.9,112.3,1.515,197.0,3.13,92.54,0.6141,0.0
92.4,29.47,79.77,1.7009999999999998,1321.0,6.26,136.7,0.2376,1.0
83.74,22.73,151.7,-1.844,368.7,2.633,245.2,0.7067,0.0
91.59,30.71,23.96,3.265,893.9,6.502000000000001,69.36,1.546,1.0
87.9,27.11,149.1,1.252,95.44,1.535,125.8,0.4173,0.0
92.44,29.93,228.4,-1.03,534.6,2.735,378.8,0.2465,1.0
58.68,56.35,139.0,-0.07209,1306.0,6.455,144.2,0.6761,1.0
77.91,13.76,225.4,0.1598,1132.0,4.813,335.6,1.4140000000000001,1.0
84.04,31.7,69.54,-0.5468,132.1,1.87,158.2,1.6280000000000001,1.0
86.99,17.41,194.7,-0.9455,210.2,1.746,210.2,0.3992,0.0
96.35,25.13,73.6,2.635,399.2,3.967,117.7,0.6028,1.0
91.38,14.23,148.5,0.5611,308.6,0.3965,681.9,0.5822,0.0
90.49,18.28,152.7,-0.4112,205.7,2.529,145.5,1.151,1.0
90.1,15.71,80.5,-1.268,152.1,2.095,130.9,2.946,1.0
91.02,26.65,113.8,-1.093,56.26,0.8753,87.36,0.7109,0.0
92.89,14.45,23.75,-2.124,36.11,0.1599,57.9,1.525,0.0
91.84,27.08,119.7,-0.3654,274.4,3.688,105.3,0.7324,1.0
88.78,30.57,133.5,2.222,437.5,3.215,176.4,0.5596,1.0
86.09,34.76,53.14,-1.733,362.0,4.785,67.61,1.115,1.0
69.23,46.97,150.6,0.4599,43.66,0.1643,162.4,0.6127,0.0
90.36,27.57,25.53,2.897,1752.0,5.836,248.6,4.164,1.0
69.18,43.62,61.12,1.05,272.6,1.905,209.5,1.496,0.0
90.61,17.6,289.5,-1.122,963.3,4.941,286.1,0.6258,1.0
85.88,35.55,38.29,1.9069999999999998,477.5,4.636,94.01,1.3319999999999999,1.0
91.01,20.83,467.6,-1.094,123.2,0.08891,618.5,0.3029,0.0
90.17,27.39,104.5,-0.2884,347.4,0.5588,375.8,0.4756,0.0
89.64,24.75,188.7,1.598,67.93,0.6366,267.6,0.4715,1.0
91.11,26.67,56.34,2.6639999999999997,104.6,1.103,126.8,3.234,0.0
91.91,16.17,133.8,2.094,117.7,1.426,110.2,0.8209,1.0
89.84,31.51,65.27,1.14,464.3,4.4719999999999995,166.1,0.7776,0.0
91.48,18.35,95.17,-1.1440000000000001,346.7,3.9610000000000003,117.6,1.0,0.0
82.17,13.07,58.72,-0.7714,193.5,3.594,65.22,2.496,0.0
92.3,29.77,13.48,4.101,50.95,0.4703,61.08,2.7239999999999998,0.0
89.24,26.6,150.1,-0.8962,589.7,4.637,146.5,0.5231,1.0
91.42,24.17,52.57,2.386,396.3,4.775,102.4,0.7087,1.0
49.76,41.04,106.9,0.7868,42.4,0.6924,168.5,1.679,1.0
91.88,27.88,74.63,1.5919999999999999,1443.0,7.847,83.69,0.5773,0.0
91.42,31.51,77.27,-1.247,3207.0,8.743,86.77,0.2197,1.0
76.88,41.25,87.26,1.024,180.1,1.858,178.7,0.6524,0.0
93.05,24.48,213.6,-0.7374,91.47,1.287,152.5,0.4703,0.0
86.22,14.64,7.178,-1.936,90.38,2.439,55.28,4.38,0.0
91.78,26.44,55.99,-1.4140000000000001,201.3,2.987,115.7,1.338,1.0
92.03,25.65,28.92,2.9930000000000003,175.4,2.334,100.7,2.185,0.0
92.1,28.62,20.97,-3.2460000000000004,36.72,0.1548,49.41,2.019,0.0
91.52,31.47,74.2,2.215,115.9,2.504,71.28,0.6049,0.0
89.8,22.38,59.75,1.69,980.1,6.029,96.47,1.2919999999999998,1.0
91.08,22.38,66.75,0.7538,254.8,3.109,138.9,1.521,1.0
96.12,12.1,169.6,0.1862,1074.0,5.8839999999999995,171.7,0.4913,1.0
89.68,23.54,114.0,-0.2141,169.2,0.7613,233.2,1.1420000000000001,1.0
90.26,28.99,52.35,-2.127,111.1,0.9306,105.5,1.514,1.0
90.96,14.96,112.4,1.146,827.2,4.777,191.3,1.5759999999999998,0.0
67.41,27.29,138.8,1.489,176.2,1.145,239.0,1.166,0.0
89.04,20.42,86.18,1.367,483.0,3.9210000000000003,159.9,1.3969999999999998,1.0
92.23,18.76,163.1,-1.325,202.7,0.8819,301.9,0.2009,1.0
79.26,34.73,148.0,-0.1114,398.7,3.412,174.4,0.7622,0.0
79.44,31.43,33.61,0.8333,764.0,5.362,104.5,2.4659999999999997,1.0
82.23,27.71,198.1,-0.9931,550.9,1.758,418.2,0.2372,0.0
90.25,32.07,153.0,-1.4409999999999998,1314.0,6.1770000000000005,164.6,0.3781,1.0
91.59,21.71,50.33,-2.737,96.52,2.164,59.32,1.446,0.0
80.53,22.24,130.4,-0.3427,81.49,1.4269999999999998,76.04,0.939,0.0
92.55,28.86,86.05,0.5392,1584.0,6.001,193.8,0.5592,1.0
87.47,17.43,32.02,-0.2886,667.0,5.917000000000001,70.5,2.928,1.0
60.14,23.34,13.47,-2.5639999999999996,105.8,1.791,74.68,3.136,0.0
90.87,32.29,179.6,0.6567,1373.0,6.11,181.6,0.2474,1.0
89.82,25.64,95.79,-0.9797,28.41,0.6131,93.76,1.153,0.0
88.47,18.12,26.94,3.234,528.6,3.738,248.0,3.198,1.0
89.11,28.52,94.62,-1.3330000000000002,49.87,0.337,136.6,0.9358,0.0
60.64,58.08,102.9,0.6345,306.2,3.592,113.0,0.6153,1.0
85.85,30.38,21.5,-2.8760000000000003,455.6,4.166,112.5,2.967,1.0
84.4,37.35,111.4,-1.8530000000000002,47.11,0.4643,76.07,0.5146,0.0
91.49,13.46,82.37,-1.2990000000000002,573.3,4.382,128.3,1.4880000000000002,1.0
78.73,41.42,126.4,1.1179999999999999,108.6,1.248,198.7,0.3858,0.0
59.85,52.1,259.8,0.9261,446.3,3.258,210.8,0.4003,0.0
90.68,27.24,42.38,-0.953,32.74,0.7387,67.09,1.124,1.0
91.74,23.59,57.15,-0.8605,233.1,4.186,58.69,1.92,1.0
78.74,31.51,104.1,-1.6230000000000002,493.4,3.96,139.5,0.6497,1.0
75.82,43.29,23.36,2.6430000000000002,120.2,2.7769999999999997,56.46,1.01,0.0
91.87,27.98,65.52,-1.194,143.9,2.0380000000000003,96.67,0.4721,0.0
91.39,22.43,44.76,-1.858,82.11,0.6456,99.93,1.861,0.0
84.13,30.14,32.12,-0.7337,22.71,0.5098,49.42,1.882,0.0
92.35,14.49,65.85,-0.6932,68.04,1.5119999999999998,81.37,2.783,0.0
75.09,43.37,39.39,2.084,689.5,5.763,77.61,1.37,0.0
83.88,37.95,61.47,-2.102,1050.0,6.5,83.12,1.081,1.0
63.56,59.17,199.7,0.588,1474.0,5.739,182.4,0.1463,0.0
66.62,36.91,12.59,2.2680000000000002,2055.0,6.562,154.3,2.782,0.0
92.48,20.73,101.9,-0.1159,30.73,0.3273,83.66,0.706,0.0
88.86,26.97,114.2,0.4194,266.0,2.833,213.5,0.8563,1.0
92.78,21.12,98.91,-0.8981,37.2,0.05894,168.0,1.133,1.0
90.87,19.37,96.83,2.575,50.23,0.9669,94.33,1.128,0.0
90.74,30.94,51.71,1.7990000000000002,420.4,4.196000000000001,206.5,0.9936,1.0
91.99,21.23,94.03,-0.028,385.1,4.218999999999999,127.8,0.1045,0.0
91.69,28.8,77.7,1.742,39.91,0.7871,71.35,0.727,0.0
93.06,15.65,22.9,-3.2030000000000003,944.8,6.395,79.95,2.5069999999999997,1.0
86.66,31.18,82.76,0.826,198.3,0.3447,304.2,0.9838,0.0
88.13,33.44,30.49,-0.3987,71.75,0.5045,95.07,2.281,1.0
91.82,16.65,22.15,0.6787,71.32,0.02507,75.02,2.741,0.0
93.19,25.44,345.0,-1.147,326.0,2.189,245.0,0.2493,0.0
86.76,33.99,145.9,0.9963,194.0,2.78,137.7,0.4612,1.0
90.78,31.72,114.5,-0.1421,190.2,3.196,92.84,0.5006,0.0
91.64,16.71,33.81,-0.4185,1383.0,6.98,84.3,1.844,1.0
58.09,39.12,72.44,-1.6569999999999998,652.7,3.9130000000000003,231.8,1.7169999999999999,1.0
89.12,26.28,19.62,1.844,246.9,3.8489999999999998,72.48,2.6839999999999997,1.0
90.99,12.28,116.0,0.0689,239.6,2.4090000000000003,152.8,0.6652,1.0
90.5,27.33,113.7,-1.851,892.3,5.2,175.5,1.401,0.0
92.22,19.8,80.49,-1.3259999999999998,48.01,1.198,76.07,0.7407,0.0
90.94,28.98,173.5,-0.5321,128.5,1.646,169.7,0.3871,0.0
86.73,14.08,230.1,-0.2926,89.5,0.8004,224.8,0.6431,0.0
67.54,42.02,65.76,-1.185,124.2,1.205,133.4,1.206,1.0
91.99,20.33,36.6,0.3889,45.18,0.5342,53.61,2.8560000000000003,0.0
86.19,28.59,32.61,1.141,449.8,4.183,185.8,2.195,1.0
91.56,30.61,118.6,-2.05,54.42,0.7924,138.9,0.4758,0.0
91.39,29.58,102.4,0.07034,119.1,1.788,110.8,0.7576,1.0
89.88,21.43,76.13,-0.3864,59.5,1.162,98.47,1.758,1.0
76.15,31.76,178.7,-0.04194,976.7,3.5210000000000004,425.4,0.7645,1.0
76.05,31.62,47.64,-1.227,176.8,2.903,82.18,1.964,1.0
89.99,33.39,31.64,1.056,73.42,0.4294,95.45,5.5,0.0
90.92,14.44,156.7,1.339,662.9,4.456,203.0,0.3143,0.0
91.62,27.68,37.29,-2.336,193.7,3.417,73.57,0.5633,1.0
90.74,29.03,80.77,0.6543,110.7,1.4269999999999998,123.5,0.4012,0.0
78.16,18.87,51.48,-1.787,617.4,5.2379999999999995,91.31,2.092,1.0
63.89,15.05,68.84,1.3319999999999999,291.3,4.12,82.84,2.001,1.0
59.65,25.56,164.0,1.109,177.4,1.0190000000000001,214.2,1.003,0.0
86.42,37.67,130.0,-1.6369999999999998,191.2,3.2439999999999998,77.01,0.2586,0.0
95.33,23.43,53.31,1.163,550.5,5.734,64.12,3.7030000000000003,1.0
92.66,22.78,167.2,-1.145,103.2,1.249,140.7,0.1029,0.0
88.89,21.09,16.51,2.845,87.52,2.082,54.95,2.917,0.0
71.33,31.73,168.1,-1.135,594.3,3.694,227.7,0.8237,1.0
84.53,30.89,40.23,2.173,108.1,1.216,98.0,2.315,0.0
89.71,15.29,45.78,-1.464,45.64,0.1496,127.6,2.6,1.0
89.72,24.52,44.09,-2.095,152.8,2.7939999999999996,71.36,0.9384,1.0
84.67,38.89,99.75,-0.6897,693.6,4.372,216.5,0.3883,1.0
45.18,44.7,80.71,-0.02239,166.6,3.0060000000000002,100.1,2.338,0.0
90.52,17.63,122.7,1.028,615.6,4.058,211.6,0.7391,0.0
90.09,16.49,86.3,1.287,357.1,3.457,159.8,0.9755,0.0
88.72,34.1,96.95,-1.528,142.0,1.686,129.8,0.3963,0.0
92.87,19.6,101.7,-1.298,813.9,5.266,122.9,1.301,1.0
90.54,27.43,347.3,-1.755,222.7,0.9703,443.4,0.1803,0.0
92.0,28.82,177.9,-0.8085,899.6,4.26,221.8,0.2506,1.0
73.12,33.95,258.3,0.2189,105.1,0.168,260.9,0.5599,0.0
89.23,12.5,73.61,1.7180000000000002,129.4,0.747,196.9,1.3719999999999999,1.0
80.1,19.87,61.16,0.3929,374.4,2.5140000000000002,198.9,1.994,1.0
90.27,22.36,132.5,-1.361,110.6,1.6230000000000002,172.2,0.7509,0.0
90.1,33.64,52.29,0.499,391.4,4.89,73.12,0.6661,1.0
91.71,19.34,209.0,0.9289,342.2,2.738,236.7,0.5306,1.0
92.37,23.0,87.32,1.101,135.0,1.7369999999999999,136.1,1.054,1.0
72.63,39.66,168.5,-1.515,183.4,2.015,149.5,0.5323,1.0
91.13,21.21,151.4,-0.7233,423.4,1.9509999999999998,398.7,0.5883,0.0
92.22,26.31,207.4,0.5412,246.3,2.425,212.5,0.1975,1.0
91.01,26.22,67.83,-1.685,39.18,0.7839,113.9,2.742,0.0
87.9,30.99,105.5,1.16,274.5,2.133,184.6,0.9221,0.0
79.61,33.46,55.58,2.739,220.2,2.694,119.2,1.008,0.0
90.33,23.14,32.76,-2.134,119.8,1.8659999999999999,91.2,2.0909999999999997,0.0
91.59,18.28,75.25,-0.2821,1487.0,6.13,144.1,1.306,1.0
97.78,19.45,224.2,-1.248,1255.0,5.171,269.4,0.5462,1.0
91.87,28.22,93.95,0.5852,579.4,5.447,76.57,0.7011,1.0
91.52,30.62,237.2,-0.964,447.3,3.2960000000000003,178.2,0.01011,1.0
61.09,44.77,76.27,-0.241,113.4,1.7209999999999999,88.44,1.341,0.0
70.78,34.34,84.55,0.1669,1673.0,7.847,67.17,1.307,0.0
90.33,30.13,69.7,-0.2101,116.4,0.8774,150.8,0.731,0.0
86.23,27.89,187.8,-1.801,118.6,1.167,195.4,0.6514,1.0
76.44,29.97,90.35,0.3298,146.5,2.421,126.3,0.9005,1.0
90.54,13.58,87.28,0.1498,95.48,0.7935,116.2,1.214,0.0
62.82,60.45,234.3,-0.4746,1141.0,4.793,267.1,0.1645,1.0
91.86,23.3,282.3,-1.068,404.5,2.4290000000000003,386.0,0.392,0.0
62.93,49.01,77.37,0.1272,125.3,2.004,99.76,1.271,0.0
91.39,27.07,163.1,-1.075,421.6,2.762,346.5,0.5247,0.0
91.37,31.31,86.88,-0.4102,165.7,2.217,125.6,0.5004,1.0
92.26,13.82,121.8,0.6463,1051.0,5.019,246.7,1.239,1.0
87.8,32.14,62.29,0.9288,163.0,3.826,48.22,0.6668,0.0
65.23,37.77,105.8,0.407,146.6,2.109,107.1,1.238,0.0
65.41,42.06,102.6,1.077,244.1,3.6039999999999996,86.53,1.157,1.0
89.8,33.66,41.9,-2.489,241.9,1.495,221.6,0.8747,1.0
81.75,18.75,159.6,0.3746,410.8,3.3089999999999997,195.3,0.8536,0.0
63.97,40.96,112.5,-0.9348,904.0,4.402,263.1,0.89,1.0
77.16,45.48,86.74,0.04763,915.0,4.468999999999999,251.3,0.508,1.0
93.67,16.7,61.77,-0.3308,388.2,4.449,119.7,2.076,1.0
90.09,29.33,44.19,-2.66,335.7,5.175,50.51,1.229,1.0
89.66,26.58,139.6,-0.9413,1252.0,4.959,311.2,0.7578,1.0
91.96,30.2,114.1,-0.8744,75.62,0.08152000000000001,107.0,0.2752,0.0
90.61,19.11,51.81,-2.63,19.35,0.3217,65.22,2.3,0.0
90.34,18.42,285.8,0.8581,1320.0,2.9930000000000003,612.7,0.3801,0.0
43.68,32.68,80.41,-1.5030000000000001,486.7,4.132,153.3,1.94,0.0
90.02,28.22,29.94,1.953,132.8,2.7889999999999997,93.29,2.332,0.0
88.3,30.16,109.3,0.8501,99.14,1.5719999999999998,140.1,0.6461,0.0
91.34,22.75,101.0,-2.427,709.1,5.659,83.96,0.7631,0.0
93.48,25.97,138.1,-1.5230000000000001,1807.0,5.614,240.2,0.1917,1.0
90.28,24.78,84.41,-0.5961,20.29,0.2655,51.27,0.4493,0.0
68.46,43.14,109.3,-1.5719999999999998,279.1,2.6830000000000003,161.0,0.9532,1.0
94.04,24.51,76.53,1.319,1065.0,6.977,66.2,0.7507,0.0
91.14,16.82,158.2,-0.6511,26.74,0.3829,100.8,0.56,0.0
91.72,31.02,178.3,-1.694,153.7,0.7694,219.4,0.3205,0.0
92.2,32.66,52.21,-2.452,352.7,3.965,131.6,0.2378,1.0
33.93,32.16,54.0,1.567,184.5,3.548,62.11,2.917,0.0
91.55,14.8,91.63,-1.7309999999999999,36.75,0.5605,203.8,0.4952,0.0
72.28,50.04,83.77,1.141,1340.0,7.224,80.4,0.6646,1.0
90.27,19.28,80.06,-0.5151,214.8,3.9539999999999997,61.57,1.39,1.0
95.4,16.34,120.0,1.001,66.75,0.4767,135.6,0.5586,0.0
88.58,29.09,77.88,-0.6777,838.6,5.422999999999999,129.1,0.4812,0.0
91.46,22.61,19.58,-0.5613,70.74,0.9963,85.81,2.5839999999999996,0.0
83.93,24.68,57.48,1.61,247.8,3.417,158.4,2.127,1.0
92.72,19.99,101.0,-2.515,110.6,0.7514,165.9,0.922,0.0
91.73,28.79,41.67,2.359,749.1,4.215,181.9,1.198,1.0
87.53,33.69,96.49,-0.4102,77.28,1.9340000000000002,86.19,0.6066,0.0
68.47,45.9,108.8,1.215,307.9,0.07431,528.7,0.8745,1.0
76.61,47.2,208.1,-2.131,159.2,1.868,206.4,0.136,1.0
87.96,27.59,73.14,0.1114,208.6,2.3040000000000003,154.1,0.4987,0.0
91.24,27.52,187.6,0.024030000000000003,237.9,1.9580000000000002,224.5,0.4328,0.0
90.03,23.87,22.04,-1.4409999999999998,554.3,3.292,240.2,0.7386,1.0
91.36,29.96,76.87,-0.7399,457.0,3.812,136.3,0.82,1.0
91.02,20.39,29.78,0.9598,121.8,2.519,66.08,2.193,0.0
83.14,23.6,69.79,-1.3219999999999998,163.5,3.373,63.74,1.545,1.0
92.21,23.46,91.46,-0.3853,56.13,0.05397999999999999,89.32,1.479,0.0
77.88,44.41,81.12,0.1177,1009.0,5.0,269.9,0.4743,1.0
90.82,26.06,98.77,-0.2539,67.44,0.5845,229.8,0.914,0.0
91.28,16.8,23.89,-0.2628,525.2,4.564,106.2,2.511,1.0
86.88,25.49,82.34,-0.9344,128.5,1.9880000000000002,101.4,1.036,0.0
90.75,17.38,88.6,-0.2185,127.0,0.1378,198.5,1.247,1.0
92.12,17.77,50.66,-0.7737,275.4,4.705,75.24,1.7830000000000001,0.0
90.8,20.3,43.67,-1.6230000000000002,277.6,4.729,52.95,2.539,0.0
60.75,46.26,69.21,2.62,293.4,3.923,110.7,1.3840000000000001,1.0
92.19,28.19,51.67,1.126,109.2,2.677,64.21,0.6533,0.0
92.66,31.59,50.06,-1.6440000000000001,77.7,1.511,88.41,0.3963,0.0
91.51,15.95,74.45,1.896,467.4,4.302,132.7,1.671,0.0
76.35,39.14,34.73,-2.0340000000000003,152.3,1.561,123.4,2.14,1.0
90.5,22.95,152.6,0.3068,361.6,3.641,131.6,1.062,1.0
89.35,34.36,189.0,1.295,73.56,0.06594,270.4,0.2034,0.0
91.72,17.85,127.4,-0.61,236.1,2.98,112.9,0.154,1.0
92.91,23.98,34.58,-1.306,236.6,3.5469999999999997,109.8,2.693,1.0
57.67,41.89,200.2,0.199,497.7,3.4610000000000003,191.8,0.7326,0.0
92.09,21.15,96.4,-1.317,888.3,6.029,87.26,1.099,0.0
87.38,24.73,64.25,0.3891,287.8,2.842,138.0,1.291,1.0
67.97,39.7,117.3,-1.5319999999999998,45.91,0.1166,121.8,0.9914,0.0
91.12,30.82,200.1,-0.4705,548.0,3.364,209.5,0.1811,0.0
30.92,27.15,85.1,-1.5719999999999998,154.1,0.8605,215.6,2.376,1.0
94.2,17.2,169.3,-1.239,1484.0,5.792999999999999,222.1,1.031,1.0
91.36,26.49,104.9,-1.463,1793.0,7.103,109.6,1.341,1.0
93.35,26.56,57.77,-1.886,266.2,0.8806,301.0,3.4410000000000003,1.0
77.97,37.38,25.66,-1.4980000000000002,133.0,3.197,76.3,3.7,1.0
87.83,22.53,59.03,-1.127,428.6,4.466,94.56,1.874,1.0
87.86,27.32,63.6,-0.7485,33.4,0.6191,67.95,3.5069999999999997,0.0
89.23,27.14,38.62,-2.247,856.0,4.64,168.2,2.093,1.0
90.65,23.88,225.0,0.5327,146.2,0.09233999999999999,337.4,0.4501,0.0
91.46,14.28,139.4,-1.246,111.3,0.7566,200.6,1.031,1.0
91.3,27.54,31.37,-1.128,346.1,4.521,74.24,1.787,1.0
91.94,30.41,79.43,0.2188,157.4,2.079,144.7,0.6686,0.0
84.9,35.67,70.52,0.8342,124.9,1.021,134.1,0.8966,0.0
88.93,21.09,95.69,-0.3829,136.1,1.903,93.97,1.115,0.0
93.18,24.34,26.2,1.979,16.5,0.312,58.29,2.0980000000000003,0.0
91.92,21.17,64.33,0.5507,1567.0,6.6770000000000005,123.0,1.304,1.0
83.2,23.41,164.9,-1.705,59.81,0.2714,205.6,0.8463,0.0
94.67,27.25,68.31,0.2699,35.49,0.173,138.4,1.063,0.0
92.79,16.51,158.9,-1.521,80.3,1.123,151.9,0.6155,1.0
80.16,36.33,121.2,-0.3983,42.17,0.09794,112.2,0.6446,0.0
87.48,35.95,121.3,-1.365,65.41,0.6605,119.6,0.3194,1.0
87.66,19.9,144.4,1.169,35.67,0.4849,147.6,0.9414,0.0
91.32,17.0,166.5,-1.66,307.7,2.667,223.5,1.031,1.0
91.93,24.52,70.07,-1.7180000000000002,602.4,5.457000000000001,87.41,1.285,0.0
84.07,27.85,92.71,0.1344,29.4,0.8989,79.35,1.357,0.0
75.04,20.67,80.96,0.1786,236.4,3.7310000000000003,73.7,2.075,0.0
54.79,54.48,151.2,-0.6026,195.4,2.434,136.3,0.3785,1.0
89.0,17.5,82.43,-0.3428,84.93,0.05089,222.2,1.466,1.0
84.78,23.62,42.99,-2.199,214.8,3.64,97.44,1.7209999999999999,1.0
54.46,53.06,75.14,1.868,437.7,5.129,71.73,0.9295,1.0
85.26,34.29,63.07,1.371,82.32,0.6533,91.69,1.093,1.0
85.52,14.11,71.77,-0.4485,213.4,3.4810000000000003,76.0,1.357,0.0
87.73,35.63,146.1,1.1420000000000001,561.1,4.593999999999999,149.0,0.2645,1.0
76.64,39.77,157.2,0.8243,652.9,4.178,180.5,0.2986,1.0
88.97,27.57,182.2,0.9002,27.81,0.3265,196.6,0.5073,0.0
90.92,31.59,63.7,-0.8209,1073.0,5.938,145.8,1.207,1.0
90.96,21.27,175.0,-0.05729,198.1,2.247,130.7,0.1976,0.0
73.17,38.17,28.37,-2.4290000000000003,72.73,0.8407,70.66,2.595,0.0
90.42,31.3,115.1,-0.2772,72.55,0.2993,167.8,0.5834,1.0
92.25,27.87,154.9,-0.3489,692.7,4.051,189.7,0.5757,1.0
92.92,24.74,127.4,0.07597000000000001,980.1,4.482,314.0,0.5046,0.0
90.55,20.81,87.28,1.6280000000000001,1731.0,7.447,86.98,1.8980000000000001,1.0
91.98,13.29,23.25,-3.011,209.2,3.5239999999999996,70.67,3.324,0.0
86.94,33.3,16.22,-2.801,541.5,4.543,112.8,2.2640000000000002,1.0
90.18,25.69,83.03,1.88,74.34,1.419,92.95,1.141,0.0
91.54,33.07,74.63,1.817,299.0,4.414,67.48,0.2193,1.0
73.26,41.08,95.7,0.4693,367.5,4.613,100.7,1.031,0.0
98.35,16.8,146.3,0.8024,752.5,4.388999999999999,167.4,0.9636,0.0
90.03,24.56,179.4,0.8259,309.7,2.3680000000000003,199.2,0.1828,0.0
94.89,24.28,89.18,1.761,347.8,4.338,80.5,0.8808,1.0
90.67,29.95,35.67,1.824,1189.0,5.111000000000001,244.6,1.5119999999999998,1.0
106.5,14.42,171.0,0.5485,531.2,2.677,317.7,0.4724,1.0
90.96,29.36,90.83,0.07434,107.7,1.97,118.5,0.83,1.0
89.2,14.87,124.0,0.09322000000000001,248.9,2.802,175.4,1.1079999999999999,0.0
81.85,21.13,99.62,-0.6284,51.2,1.173,108.8,1.229,0.0
73.51,40.47,72.71,-0.7024,69.96,1.032,83.4,1.182,0.0
91.48,20.81,3.2969999999999997,5.421,904.7,5.278,129.7,3.542,1.0
92.27,19.13,78.28,-1.952,28.71,0.556,78.48,1.435,0.0
64.82,43.95,41.58,-2.231,120.1,1.163,155.4,2.025,0.0
92.72,19.08,185.3,1.919,299.3,0.00969,364.2,0.5736,1.0
89.47,24.31,174.6,-0.6626,2190.0,6.768,190.0,0.7034,1.0
96.44,25.58,161.0,0.6418,42.54,0.3512,156.9,0.395,0.0
84.98,36.37,79.93,1.8,201.0,3.497,77.17,0.9022,1.0
92.17,28.24,23.08,-2.847,290.6,4.75,54.15,1.9680000000000002,0.0
77.63,17.41,132.1,-0.6504,188.5,1.4040000000000001,242.0,1.7369999999999999,0.0
81.33,28.21,91.6,0.4885,60.2,0.6463,84.19,3.523,0.0
90.72,12.45,109.1,1.444,531.7,2.155,349.3,1.111,0.0
86.17,25.63,59.6,2.137,187.5,2.662,102.4,1.642,0.0
89.84,23.3,37.44,-1.359,84.1,0.4924,102.0,2.5140000000000002,0.0
86.96,18.35,54.21,0.02168,380.4,5.019,89.47,1.495,1.0
90.52,18.0,67.43,1.567,580.0,5.019,107.8,2.608,1.0
73.36,33.19,118.9,1.304,162.4,2.208,122.8,0.9165,1.0
85.36,35.45,179.5,-0.2519,147.7,1.8730000000000002,188.5,0.3385,1.0
93.09,30.89,27.09,2.638,547.6,5.721,62.64,1.06,1.0
90.71,32.86,131.7,-0.1837,42.33,0.2668,186.1,0.3174,0.0
62.19,54.75,170.4,0.6341,282.5,3.188,166.5,0.4944,0.0
67.45,51.92,159.1,1.501,137.0,0.5371,198.4,0.4226,0.0
92.47,30.17,62.43,0.3767,156.5,0.7,157.8,0.8074,1.0
